file,success,initial_distance_m,final_distance_m,distance_reduction_m,progress_ratio,n_steps,episode_duration_s,mean_speed_mps,max_speed_mps,n_drive_actions,n_brake_actions,total_brake_time_s,mean_brake_strength,n_safety_overrides,pct_safety_overrides,mean_abs_bearing_deg,max_abs_bearing_deg,steer_diff_mean,throttle_diff_mean,steer_sign_changes,forward_sign_changes
21.csv,False,259.79,5.6,254.19000000000003,0.9784441279494976,101,200.6599998474121,1.331386138613861,4.92,32,69,29.3,57.028985507246375,1,0.9900990099009901,9.207821782178222,152.03,0.095,0.085,20,0
22.csv,False,130.17,15.32,114.85,0.8823077514020128,101,213.1800000667572,0.6108910891089109,5.21,15,86,41.9,69.47674418604652,1,0.9900990099009901,7.036138613861387,134.75,0.03,0.03,2,0
23.csv,True,280.88,4.1,276.78,0.9854030190828823,50,105.37999987602234,2.6788,6.26,29,21,6.000000000000001,12.619047619047619,1,2.0,11.5658,55.97,0.21836734693877558,0.22551020408163264,19,0
24.csv,True,212.1,3.86,208.23999999999998,0.9818010372465817,41,89.24000000953674,2.4265853658536582,4.78,26,15,6.399999999999998,13.333333333333334,2,4.878048780487805,18.602195121951222,116.42,0.16,0.15125,10,0
25.csv,False,257.89,44.8,213.08999999999997,0.8262825235565551,101,226.79999995231628,1.0232673267326733,5.49,54,47,5.599999999999998,10.74468085106383,1,0.9900990099009901,6.444851485148516,104.91,0.034,0.259,3,0
26.csv,False,282.03,226.92,55.109999999999985,0.19540474417615145,101,237.35999989509583,0.3354455445544554,3.97,97,4,3.0,17.5,1,0.9900990099009901,11.946831683168316,166.55,0.026000000000000002,0.026000000000000002,2,0
27.csv,False,168.89,7.01,161.88,0.9584936941204335,101,240.4300000667572,0.7382178217821781,5.68,52,49,6.2,12.142857142857142,1,0.9900990099009901,5.033564356435644,95.48,0.018,0.18699999999999994,0,0
28.csv,False,189.89,49.75,140.14,0.7380062141239665,101,221.61999988555908,0.701980198019802,4.87,72,29,15.8,62.41379310344828,4,3.9603960396039604,8.037524752475248,142.82,0.032,0.016,1,0
29.csv,False,224.04,3.21,220.82999999999998,0.9856722013926085,101,230.36999988555908,1.1149504950495048,5.34,35,66,32.800000000000004,57.196969696969695,1,0.9900990099009901,21.15079207920792,178.8,0.092,0.077,11,1
3.csv,False,241.74,115.53,126.21000000000001,0.5220898485976669,101,207.74000000953674,0.6416831683168317,4.98,49,52,22.000000000000004,67.88461538461539,0,0.0,5.017326732673268,105.06,0.10400000000000001,0.08,22,0
30.csv,True,180.59,3.43,177.16,0.981006700260258,24,61.09999990463257,2.5554166666666664,5.76,13,11,3.8000000000000003,15.909090909090908,1,4.166666666666667,15.130416666666667,75.42,0.16521739130434784,0.20434782608695654,5,0
31.csv,True,190.14,3.22,186.92,0.9830651099190071,69,153.31000018119812,1.3242028985507246,4.23,39,30,8.700000000000003,28.0,0,0.0,15.959130434782606,112.16,0.19117647058823525,0.1242647058823529,12,0
32.csv,False,265.19,278.36,-13.170000000000016,-0.0496625061276821,101,214.71000003814697,0.4351485148514852,3.47,83,18,14.8,29.444444444444443,0,0.0,52.88782178217821,115.94,0.06200000000000001,0.002,0,0
33.csv,False,262.35,5.53,256.82000000000005,0.9789212883552507,101,210.21000003814697,1.2433663366336636,6.39,32,69,26.799999999999997,59.710144927536234,0,0.0,6.285742574257427,91.91,0.10100000000000002,0.132,18,0
34.csv,False,141.7,4.53,137.17,0.9680310515172901,101,219.00999999046326,0.6604950495049505,5.17,26,75,36.300000000000004,69.66666666666667,1,0.9900990099009901,6.744752475247525,117.05,0.03,0.036,2,0
35.csv,True,287.96,3.92,284.03999999999996,0.9863869981941936,64,130.99000000953674,2.18046875,4.81,42,22,11.899999999999999,15.227272727272727,1,1.5625,10.3353125,103.63,0.19365079365079363,0.1873015873015873,28,0
36.csv,True,265.77,3.17,262.59999999999997,0.9880723934228844,67,139.06000018119812,1.817014925373134,3.73,43,24,8.3,14.375,1,1.492537313432836,5.134029850746269,14.44,0.15151515151515152,0.2090909090909091,25,0
37.csv,False,249.94,7.78,242.16,0.9688725294070577,101,229.77999997138977,0.9748514851485146,6.71,26,75,34.7,69.06666666666666,0,0.0,4.473267326732674,41.78,0.05700000000000001,0.09,8,0
38.csv,True,169.57,4.58,164.98999999999998,0.9729905053960016,68,151.5900001525879,1.0761764705882353,3.37,56,12,2.9000000000000004,22.5,0,0.0,2.6097058823529418,19.07,0.28955223880597014,0.014925373134328358,47,0
39.csv,True,280.42,3.67,276.75,0.9869124884102417,85,164.0199999809265,1.7624705882352936,4.47,40,45,13.700000000000001,43.55555555555556,0,0.0,11.173529411764704,144.69,0.12142857142857141,0.10952380952380951,22,0
4.csv,True,210.96,7.85,203.11,0.9627891543420554,45,89.74000000953674,2.2946666666666666,4.72,28,17,4.0,14.411764705882353,1,2.2222222222222223,11.360666666666669,60.41,0.19772727272727275,0.21590909090909086,14,0
40.csv,True,267.58,4.56,263.02,0.9829583675910009,90,175.53999996185303,1.5075555555555555,5.63,42,48,18.6,54.0625,0,0.0,7.554999999999999,92.99,0.11685393258426967,0.08089887640449438,26,0
5.csv,False,222.91,237.18,-14.27000000000001,-0.06401686779417706,101,212.19000005722046,0.37990099009900996,3.75,41,60,30.1,77.83333333333333,0,0.0,5.291287128712872,115.26,0.013999999999999999,0.01,0,0
6.csv,False,120.37,9.8,110.57000000000001,0.9185843648749689,101,231.17000007629395,0.9614851485148513,5.41,35,66,34.699999999999996,65.98484848484848,1,0.9900990099009901,80.73267326732673,174.99,0.204,0.068,4,16
7.csv,False,218.4,228.17,-9.769999999999982,-0.04473443223443215,101,225.14000010490417,0.35990099009901,3.42,40,61,30.1,75.90163934426229,0,0.0,5.516336633663367,121.0,0.013999999999999999,0.006000000000000001,0,0
8.csv,True,281.7,3.48,278.21999999999997,0.9876464323748668,62,142.85999989509583,1.975322580645161,6.14,32,30,11.7,40.833333333333336,1,1.6129032258064515,10.68822580645161,113.19,0.17049180327868851,0.11475409836065575,21,0
9.csv,True,229.52,5.17,224.35000000000002,0.9774747298710352,43,100.07999992370605,2.3106976744186043,4.69,29,14,1.8000000000000007,17.5,0,0.0,14.610232558139538,110.28,0.20476190476190476,0.17619047619047618,18,0
