file,success,initial_distance_m,final_distance_m,distance_reduction_m,progress_ratio,n_steps,episode_duration_s,mean_speed_mps,max_speed_mps,n_drive_actions,n_brake_actions,total_brake_time_s,mean_brake_strength,n_safety_overrides,pct_safety_overrides,mean_abs_bearing_deg,max_abs_bearing_deg,steer_diff_mean,throttle_diff_mean,steer_sign_changes,forward_sign_changes
22.csv,True,130.17,5.02,125.14999999999999,0.9614350464776831,27,58.6800000667572,2.321851851851852,4.02,17,10,9.5,13.0,2,7.407407407407407,33.10407407407408,134.75,0.15384615384615385,0.05,4,0
23.csv,False,280.88,10.97,269.90999999999997,0.96094417544859,101,227.2699999809265,1.172871287128713,5.05,42,59,33.5,82.37288135593221,6,5.9405940594059405,4.91940594059406,55.96,0.111,0.031,31,0
24.csv,True,212.1,5.25,206.85,0.9752475247524752,34,85.08000016212463,2.5,5.6,24,10,8.0,16.5,3,8.823529411764707,18.720294117647057,116.42,0.24848484848484848,0.09090909090909093,14,0
25.csv,False,257.89,169.03,88.85999999999999,0.3445655124277792,101,244.5400002002716,0.38722772277227724,6.73,9,92,91.0,92.44565217391305,2,1.9801980198019802,11.789603960396034,104.9,0.016,0.006000000000000001,0,0
26.csv,False,282.03,109.62,172.40999999999997,0.6113179448994788,101,245.57999992370605,0.8052475247524752,4.22,29,72,39.6,87.98611111111111,2,1.9801980198019802,10.701881188118811,166.56,0.08600000000000002,0.013999999999999999,16,0
27.csv,False,168.89,16.67,152.21999999999997,0.9012967019953815,101,306.5499999523163,0.6071287128712871,6.72,18,83,45.0,74.87951807228916,3,2.9702970297029703,5.375841584158415,95.47,0.04800000000000001,0.014000000000000002,7,0
28.csv,False,189.91,78.1,111.81,0.5887525670054237,101,257.00999999046326,0.5596039603960395,5.83,89,12,7.0,25.416666666666668,1,0.9900990099009901,21.75891089108911,142.81,0.018,0.006000000000000001,0,0
29.csv,True,224.01,3.19,220.82,0.985759564305165,36,92.3199999332428,2.343333333333333,4.47,24,12,4.8,13.333333333333334,1,2.7777777777777777,5.265555555555556,22.89,0.21714285714285717,0.05714285714285714,16,0
3.csv,True,241.73,4.32,237.41,0.9821288214123196,44,102.47000002861023,2.333409090909091,6.99,32,12,10.5,13.75,6,13.636363636363637,13.577045454545457,105.06,0.16279069767441862,0.06744186046511629,17,0
30.csv,False,180.58,9.95,170.63000000000002,0.9448997674161037,101,283.2000000476837,0.5843564356435643,7.21,19,82,44.5,92.6829268292683,4,3.9603960396039604,6.72871287128713,75.46,0.041999999999999996,0.008,5,0
31.csv,False,190.15,16.65,173.5,0.9124375493031817,101,285.75,0.6392079207920792,7.03,20,81,45.1,72.09876543209876,3,2.9702970297029703,6.1729702970297025,112.16,0.022000000000000002,0.027000000000000003,3,0
32.csv,True,265.21,3.59,261.62,0.9864635571811019,45,129.87000012397766,2.0886666666666667,7.07,27,18,18.0,12.777777777777779,5,11.11111111111111,14.995777777777777,115.94,0.11818181818181817,0.08636363636363638,9,0
33.csv,False,262.35,8.54,253.81000000000003,0.9674480655612732,101,292.58000016212463,0.9053465346534654,5.82,37,64,32.8,78.359375,1,0.9900990099009901,4.384950495049505,91.93,0.016,0.030000000000000006,1,0
34.csv,True,141.71,3.48,138.23000000000002,0.9754428057300121,20,55.53999996185303,2.6694999999999998,7.26,14,6,5.0,19.166666666666668,3,15.0,31.868000000000002,117.06,0.17894736842105263,0.0736842105263158,3,0
35.csv,False,287.97,11.92,276.05,0.9586067993193735,101,290.58000016212463,0.9797029702970296,7.5,29,72,39.5,82.08333333333333,4,3.9603960396039604,8.859306930693068,103.63,0.057999999999999996,0.022000000000000002,14,0
36.csv,True,265.73,3.15,262.58000000000004,0.9881458623414745,40,118.51999998092651,2.2037500000000003,3.22,29,11,7.5,13.181818181818182,3,7.5,5.8870000000000005,18.56,0.24358974358974358,0.11025641025641025,21,0
37.csv,True,249.92,3.84,246.07999999999998,0.9846350832266325,47,146.99000000953674,1.6863829787234044,5.77,41,6,6.0,17.5,3,6.382978723404255,5.774680851063832,41.77,0.20000000000000007,0.021739130434782608,22,0
38.csv,False,169.54,7.97,161.57,0.9529904447328065,101,330.7300000190735,0.8403960396039604,4.64,92,9,6.0,15.0,2,1.9801980198019802,51.30544554455445,138.68,0.064,0.035,4,3
39.csv,False,280.45,170.27,110.17999999999998,0.3928686040292387,101,313.1800000667572,0.43425742574257425,5.33,9,92,50.0,92.17391304347827,1,0.9900990099009901,9.044851485148515,144.63,0.016,0.004,0,0
4.csv,False,210.96,26.3,184.66,0.8753318164580963,101,241.1599998474121,0.7788118811881187,6.91,26,75,42.0,85.13333333333334,4,3.9603960396039604,6.349900990099008,60.41,0.062,0.022000000000000002,14,0
40.csv,False,267.58,146.74,120.83999999999997,0.4516032588384781,101,324.1800000667572,0.3586138613861386,7.09,7,94,44.599999999999994,93.93617021276596,0,0.0,7.109207920792081,93.04,0.014000000000000002,0.002,1,0
5.csv,True,222.92,6.56,216.35999999999999,0.9705724026556612,36,92.11999988555908,2.3938888888888887,5.18,28,8,8.0,18.125,5,13.88888888888889,15.727500000000001,115.27,0.2057142857142857,0.028571428571428567,19,0
6.csv,True,120.38,4.27,116.11,0.9645289915268317,27,65.61999988555908,2.1614814814814816,3.68,19,8,8.0,16.875,3,11.11111111111111,37.69444444444444,175.0,0.11923076923076925,0.038461538461538464,5,0
7.csv,False,218.4,5.05,213.35,0.9768772893772893,101,281.87000012397766,0.7857425742574258,4.85,32,69,38.1,89.27536231884058,2,1.9801980198019802,8.969801980198019,121.01,0.04,0.014000000000000002,2,0
8.csv,False,281.71,14.63,267.08,0.9480671612651308,101,277.15000009536743,0.9973267326732672,7.59,34,67,37.5,81.26865671641791,4,3.9603960396039604,8.622079207920793,113.19,0.03,0.02,3,0
9.csv,False,229.52,145.28,84.24000000000001,0.3670268386197281,101,250.02999997138977,0.37544554455445545,6.19,9,92,46.5,74.40217391304348,1,0.9900990099009901,5.623168316831681,110.28,0.012000000000000002,0.004,0,0
